voiced_prob,f0,stddev,syllable_estimate,voiced_percent,srmr,mosnet,length,filename
0.39284227982316994,43.10842372465779,2.3357336774009814,10,0.7424242424242424,4.756257303500318,4.162693023681641,66,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_055.wav
0.2517729268124429,42.37694567889401,3.486782072264826,7,0.4024390243902439,3.678271808469676,3.886918544769287,82,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_186.wav
0.25952025443854304,43.00638290833125,1.9901389552552586,5,0.5833333333333334,5.639990275257839,4.128333568572998,60,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_041.wav
0.4307461843323164,42.55320830515665,2.2310034834598267,10,0.5373134328358209,4.431181762889588,3.9238901138305664,67,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_398.wav
0.5402177758499332,42.720004170789714,2.713559884572409,8,0.6323529411764706,3.0457975940967996,3.9456639289855957,68,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_287.wav
0.47592364797860454,43.38709719404553,1.9665896877589901,5,0.6451612903225806,5.038701957343808,4.501273155212402,62,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_089.wav
0.5099379204068768,42.154783761209714,1.712450964186984,10,0.6203703703703703,4.654330408199717,4.151957035064697,108,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_238.wav
0.43203617707797964,42.59891537586372,2.1201841394378853,5,0.55,3.965056835506009,4.0516037940979,80,./data/VCTK-Corpus/VCTK-Corpus/wav48/p345/p345_072.wav
0.5217074970580501,51.493612345560685,5.744813007591689,7,0.559322033898305,5.685892562078994,4.021417140960693,118,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_057.wav
0.6619547019488485,42.73209719404554,6.998497797997182,8,0.35714285714285715,2.790791262572364,3.8623974323272705,98,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_303.wav
0.6076294644178212,46.62066862261696,8.20221473326639,4,0.5384615384615384,5.531504110544639,3.9502010345458984,52,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_054.wav
0.4571477877214946,51.599909694045536,5.656033965142337,5,0.5039370078740157,6.658368858618464,4.413058757781982,127,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_081.wav
0.41461058082780816,39.80209719404554,2.4581293700698494,4,0.182648401826484,4.443708328482824,4.132638931274414,219,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_296.wav
0.553031944997572,50.77820830515665,7.311716350328036,5,0.6206896551724138,8.513134947148544,4.400351524353027,58,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_089.wav
0.5097374916306927,44.49709719404554,8.238738273141909,8,0.39215686274509803,3.1607658589461454,3.9102938175201416,153,./data/VCTK-Corpus/VCTK-Corpus/wav48/p249/p249_338.wav
